City,Cens_2010,Base_2010,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Lat,Lng,State
St. Charles,65794,66218.0,66396.0,66633.0,66986.0,68151.0,68568.0,69120.0,69402.0,70390.0,70807.0,71028.0,38.7881062,-90.4974359, Missouri
Decatur,76122,76131.0,76105.0,75922.0,75449.0,74955.0,74155.0,73265.0,72510.0,71790.0,71136.0,70746.0,39.8403147,-88.9548001, Illinois
North Port,57357,57320.0,57389.0,57726.0,58416.0,59113.0,60323.0,62244.0,64371.0,66272.0,68438.0,70724.0,27.044224,-82.2359254, Florida
North Richland Hills,63343,63341.0,63479.0,64256.0,65254.0,67239.0,68424.0,69145.0,69973.0,70516.0,70686.0,70670.0,32.8342952,-97.2289029, Texas
Greenville,58409,59280.0,59414.0,59810.0,60171.0,60625.0,61505.0,63606.0,67134.0,68474.0,68849.0,70635.0,34.85261759999999,-82.3940104, South Carolina
Bowling Green,58067,59407.0,59727.0,60357.0,61294.0,62698.0,63528.0,64940.0,66087.0,67866.0,68633.0,70543.0,36.9685219,-86.4808043, Kentucky
Broomfield,55889,55861.0,56226.0,57493.0,58971.0,60149.0,61764.0,64866.0,66513.0,68263.0,69324.0,70465.0,39.9205411,-105.0866504, Colorado
Canton,73007,73403.0,73427.0,73181.0,73147.0,72915.0,72634.0,72173.0,71629.0,71156.0,70752.0,70447.0,40.79894729999999,-81.378447, Ohio
Marysville,60020,60013.0,60193.0,61243.0,62297.0,63135.0,64919.0,66558.0,67586.0,68897.0,69606.0,70298.0,48.0517637,-122.1770818, Washington
Wilmington,64173,64157.0,64314.0,64827.0,65529.0,66812.0,67500.0,68747.0,69235.0,69645.0,69843.0,70166.0,39.744655,-75.5483909, Delaware
Wilmington,70851,70875.0,70764.0,70868.0,71045.0,71201.0,71201.0,71131.0,70919.0,70658.0,70457.0,70166.0,39.744655,-75.5483909, Delaware
Camarillo,65201,65156.0,65257.0,65515.0,65656.0,65882.0,66517.0,67171.0,67141.0,67403.0,68883.0,69888.0,34.2163937,-119.0376023, California
Lynwood,69772,69763.0,69595.0,69661.0,70576.0,71146.0,71193.0,71397.0,70979.0,70685.0,70285.0,69887.0,33.930293,-118.2114603, California
Lehi,47407,47769.0,48170.0,49677.0,51385.0,55089.0,57000.0,59034.0,61690.0,63674.0,65958.0,69724.0,40.3916172,-111.8507662, Utah
Passaic,69781,69811.0,69861.0,70144.0,69966.0,70081.0,70240.0,70237.0,70130.0,70123.0,69932.0,69703.0,40.8567662,-74.1284764, New Jersey
Homestead,60512,60748.0,61034.0,62214.0,63148.0,64246.0,65290.0,66192.0,68045.0,69124.0,69254.0,69523.0,25.4687224,-80.4775569, Florida
Delray Beach,60522,60611.0,60801.0,61495.0,62267.0,64177.0,65004.0,66203.0,67546.0,68708.0,69176.0,69451.0,26.4614625,-80.0728201, Florida
Davis,65622,65639.0,65584.0,65657.0,65781.0,66213.0,66545.0,67367.0,68028.0,68802.0,69220.0,69413.0,38.5449065,-121.7405167, California
Lake Elsinore,51821,53313.0,53627.0,55078.0,56044.0,57711.0,60111.0,61955.0,63807.0,66066.0,68051.0,69283.0,33.6680772,-117.3272615, California
Daytona Beach,61005,61591.0,61626.0,61720.0,62199.0,62957.0,63560.0,64962.0,67076.0,68096.0,68709.0,69186.0,29.2108147,-81.0228331, Florida
Dothan,65496,65922.0,66097.0,66619.0,67212.0,67666.0,68122.0,68295.0,68287.0,68293.0,68337.0,68941.0,31.2232313,-85.3904888, Alabama
Rocklin,56974,57131.0,57474.0,58426.0,58962.0,59613.0,60060.0,60908.0,62605.0,64654.0,67065.0,68823.0,38.7907339,-121.2357828, California
Eau Claire,65883,66230.0,66298.0,66841.0,67342.0,67892.0,67747.0,67740.0,68254.0,68547.0,68770.0,68802.0,44.811349,-91.4984941, Wisconsin
Rogers,55964,56109.0,56361.0,58226.0,59666.0,60663.0,62086.0,63584.0,65236.0,66605.0,67635.0,68669.0,36.3320196,-94.1185366, Arkansas
Castle Rock town,48231,48251.0,48586.0,49693.0,51017.0,52657.0,55154.0,57175.0,59284.0,62297.0,65000.0,68484.0,39.3722121,-104.8560902, Colorado
St. Cloud,65842,65905.0,65919.0,65873.0,65930.0,66085.0,66536.0,67352.0,67832.0,68103.0,68181.0,68462.0,45.5579451,-94.16324039999999, Minnesota
Bossier City,61315,61768.0,62120.0,63540.0,65414.0,66191.0,67078.0,68157.0,68125.0,68471.0,68316.0,68159.0,32.5159852,-93.7321228, Louisiana
Rockville,61209,61242.0,61484.0,62055.0,63286.0,63825.0,65445.0,66733.0,66923.0,67830.0,68028.0,68079.0,39.0839973,-77.1527578, Maryland
Muncie,70085,70206.0,70193.0,70406.0,69757.0,69710.0,69606.0,69121.0,69148.0,68854.0,68115.0,67999.0,40.1933767,-85.3863599, Indiana
Gaithersburg,59933,59899.0,60185.0,61440.0,63037.0,65673.0,66518.0,67081.0,67587.0,67987.0,68070.0,67985.0,39.1439689,-77.2016062, Maryland
Union City,66455,66467.0,66459.0,67446.0,67844.0,68232.0,68302.0,68119.0,68365.0,68485.0,68124.0,67982.0,40.7795455,-74.02375119999999, New Jersey
West Des Moines,56609,56707.0,56864.0,57562.0,58154.0,59733.0,61827.0,63489.0,64595.0,65556.0,66605.0,67899.0,41.5638902,-93.75938409999999, Iowa
South San Francisco,63632,63622.0,63701.0,64448.0,65581.0,66237.0,66813.0,67221.0,67220.0,67180.0,67617.0,67789.0,37.654656,-122.4077498, California
Yorba Linda,64234,64167.0,64390.0,65610.0,66282.0,66803.0,67359.0,67527.0,68033.0,67895.0,67589.0,67644.0,33.88850350000001,-117.8132571, California
Conway,58908,58874.0,59592.0,61630.0,62818.0,63359.0,64403.0,64769.0,65232.0,65958.0,67032.0,67638.0,35.0886963,-92.4421011, Arkansas
Lodi,62134,62121.0,62253.0,62741.0,63048.0,63128.0,63620.0,64264.0,64578.0,65715.0,67003.0,67586.0,38.1341477,-121.2722194, California
Palatine village,68557,68551.0,68611.0,68886.0,69170.0,69378.0,69427.0,69302.0,68953.0,68506.0,67942.0,67482.0,42.1103041,-88.03424000000001, Illinois
Ankeny,45582,45608.0,45845.0,47043.0,48363.0,50785.0,53299.0,56109.0,58609.0,62365.0,65248.0,67355.0,41.7317884,-93.6001278, Iowa
Mount Vernon,67292,67316.0,67399.0,67751.0,67844.0,68133.0,68213.0,68281.0,68245.0,67966.0,67655.0,67345.0,40.9125992,-73.8370786, New York
Rowlett,56199,56242.0,56345.0,57011.0,57771.0,58090.0,58471.0,60355.0,62291.0,62992.0,66126.0,67339.0,32.9029017,-96.56388, Texas
Waterloo,68406,68496.0,68492.0,68554.0,68535.0,68700.0,68676.0,68619.0,68108.0,67758.0,67722.0,67328.0,42.492786,-92.34257749999999, Iowa
Lakeville,55954,56001.0,56161.0,56711.0,57471.0,58697.0,59976.0,60791.0,61997.0,63677.0,65778.0,67317.0,44.6496868,-93.24271999999999, Minnesota
Alpharetta,57551,57383.0,57691.0,59141.0,61577.0,61937.0,62693.0,63337.0,65411.0,65734.0,66257.0,67213.0,34.0753762,-84.2940899, Georgia
Jackson,65211,66847.0,66814.0,66726.0,67018.0,67467.0,67112.0,66760.0,66718.0,66748.0,66952.0,67191.0,35.6145169,-88.81394689999999, Tennessee
Yuba City,64925,65634.0,65631.0,65364.0,65283.0,65538.0,65757.0,66134.0,66218.0,66564.0,66695.0,67010.0,39.1404477,-121.6169108, California
Oshkosh,66083,66346.0,66328.0,66360.0,66862.0,66943.0,66796.0,66684.0,66634.0,66705.0,66802.0,67004.0,44.0247062,-88.5426136, Wisconsin
Victoria,62592,62624.0,62675.0,63113.0,64244.0,64964.0,65904.0,67154.0,67346.0,67019.0,66835.0,66916.0,28.8052674,-97.0035982, Texas
Johnson City,63152,63383.0,63528.0,63951.0,64370.0,64706.0,65106.0,65497.0,66140.0,66164.0,66759.0,66906.0,36.3134397,-82.3534727, Tennessee
Redondo Beach,66748,66931.0,66933.0,67192.0,67438.0,67629.0,67673.0,67771.0,67809.0,67511.0,67206.0,66749.0,33.8491816,-118.3884078, California
Tamarac,60427,60778.0,60921.0,62019.0,62752.0,63262.0,63731.0,64499.0,65517.0,66148.0,66447.0,66721.0,26.2128609,-80.2497707, Florida
Laguna Niguel,62979,62989.0,63119.0,63774.0,64134.0,64381.0,65079.0,65396.0,65145.0,66011.0,66079.0,66385.0,33.5236744,-117.7149438, California
Eagan,64206,64150.0,64202.0,64488.0,64878.0,65403.0,65996.0,66212.0,66328.0,66594.0,66472.0,66372.0,44.8041322,-93.1668858, Minnesota
Kenner,66702,66631.0,66635.0,66814.0,66781.0,66836.0,66776.0,66896.0,67083.0,66933.0,66584.0,66340.0,29.9940924,-90.2417434, Louisiana
Auburn,53380,53439.0,53785.0,54950.0,57149.0,58816.0,60372.0,61754.0,62773.0,63927.0,65495.0,66259.0,32.6098566,-85.48078249999999, Alabama
Ames,58965,59035.0,59098.0,60440.0,61427.0,63053.0,64773.0,65685.0,65915.0,66301.0,66001.0,66258.0,42.0307812,-93.63191309999999, Iowa
Portland,66194,66191.0,66088.0,66183.0,66216.0,66391.0,66832.0,66825.0,66911.0,66646.0,66405.0,66215.0,43.6590993,-70.2568189, Maine
North Little Rock,62304,62350.0,62436.0,63482.0,64645.0,65929.0,66656.0,66388.0,66141.0,65855.0,66022.0,65903.0,34.769536,-92.2670941, Arkansas
Sammamish,45780,57449.0,57656.0,58726.0,59973.0,61006.0,62174.0,63266.0,63817.0,64929.0,65495.0,65892.0,47.61626829999999,-122.0355736, Washington
Madera,61416,61513.0,61603.0,61907.0,62382.0,62749.0,63230.0,63690.0,64187.0,64941.0,65440.0,65860.0,36.9613356,-120.0607176, California
Shawnee,62209,62203.0,62311.0,63011.0,63559.0,64243.0,64449.0,64994.0,65376.0,65556.0,65933.0,65807.0,39.02284849999999,-94.7151865, Kansas
Jupiter town,55156,55312.0,55468.0,56214.0,57203.0,58501.0,60772.0,62810.0,64066.0,64888.0,65377.0,65791.0,26.9342246,-80.0942087, Florida
Doral,45704,45712.0,45953.0,47024.0,47877.0,50052.0,53643.0,55482.0,57704.0,60222.0,60762.0,65741.0,25.8195424,-80.3553302, Florida
Blaine,57186,57179.0,57409.0,58194.0,59438.0,60500.0,61386.0,62360.0,63191.0,64288.0,65082.0,65607.0,45.1607987,-93.23494889999999, Minnesota
Tulare,59278,59293.0,59432.0,59789.0,60625.0,60905.0,61444.0,61915.0,62538.0,63486.0,64274.0,65496.0,36.2077288,-119.3473379, California
Youngstown,66982,66946.0,66876.0,66556.0,66056.0,65470.0,65142.0,64687.0,64335.0,64540.0,64860.0,65469.0,41.0997803,-80.6495194, Ohio
Wellington village,56508,56697.0,56830.0,57506.0,58593.0,60303.0,61507.0,62605.0,64204.0,64793.0,65058.0,65398.0,26.6617635,-80.2683571, Florida
Pflugerville,46936,48370.0,48717.0,50273.0,51988.0,53813.0,54714.0,57241.0,59500.0,63260.0,64172.0,65380.0,30.4548451,-97.6222665, Texas
Palo Alto,64403,64387.0,64535.0,65345.0,66089.0,66613.0,66848.0,66782.0,67353.0,66960.0,66258.0,65364.0,37.4418834,-122.1430195, California
Schenectady,66135,66157.0,66151.0,66098.0,66087.0,65829.0,65846.0,65538.0,65076.0,65300.0,65345.0,65273.0,42.8142432,-73.9395687, New York
Harlingen,64849,64943.0,65102.0,65638.0,65786.0,65674.0,65510.0,65208.0,65229.0,65153.0,64996.0,65022.0,26.1906306,-97.69610259999999, Texas
Bayonne,63024,63015.0,63050.0,63945.0,64252.0,64736.0,65369.0,65290.0,65315.0,65333.0,64677.0,64897.0,40.6687141,-74.1143091, New Jersey
Eden Prairie,60797,60797.0,60899.0,61667.0,62392.0,62673.0,63341.0,63608.0,64001.0,64193.0,64263.0,64893.0,44.8546856,-93.47078599999999, Minnesota
Port Orange,56048,56628.0,56627.0,56727.0,56978.0,57508.0,58983.0,60145.0,61454.0,63062.0,64055.0,64842.0,29.1383165,-80.9956105, Florida
Dublin,46036,46036.0,45903.0,46804.0,48700.0,52027.0,54554.0,57545.0,59579.0,60797.0,63423.0,64826.0,37.7159396,-121.9101221, California
San Marcos,44894,45139.0,45267.0,47687.0,50010.0,54403.0,58983.0,60446.0,61726.0,63526.0,63688.0,64776.0,29.8832749,-97.9413941, Texas
Noblesville,51969,52374.0,52909.0,54248.0,55542.0,56849.0,57725.0,58741.0,60304.0,61874.0,63303.0,64668.0,40.0455917,-86.0085955, Indiana
Santa Cruz,59946,59944.0,60578.0,61434.0,61954.0,62731.0,63172.0,64082.0,64396.0,64815.0,64643.0,64608.0,36.9741171,-122.0307963, California
Janesville,63575,63658.0,63623.0,63439.0,63509.0,63675.0,63853.0,63880.0,64023.0,64297.0,64483.0,64575.0,42.6827885,-89.0187222, Wisconsin
San Clemente,63522,63500.0,63605.0,64255.0,64612.0,64845.0,64947.0,65142.0,65185.0,64973.0,64699.0,64558.0,33.4273521,-117.6126004, California
Brentwood,51481,51627.0,51813.0,52716.0,53508.0,54916.0,56854.0,58796.0,60571.0,62265.0,63760.0,64474.0,37.931868,-121.6957863, California
East Orange,64270,64169.0,64150.0,64332.0,64172.0,64221.0,64262.0,64438.0,64426.0,64306.0,64258.0,64367.0,40.767323,-74.2048677, New Jersey
Cheyenne,59466,59552.0,59778.0,60177.0,61438.0,62122.0,62279.0,62905.0,63451.0,63520.0,63835.0,64235.0,41.1399814,-104.8202462, Wyoming
Eastvale,(X),53712.0,54054.0,54966.0,55627.0,56247.0,57386.0,59231.0,60670.0,62309.0,63815.0,64157.0,33.952463,-117.5848025, California
Chapel Hill town,57233,57221.0,57406.0,57370.0,58650.0,58860.0,59120.0,59046.0,59654.0,58918.0,63367.0,64051.0,35.9131996,-79.0558445, North Carolina
Haverhill,60879,60878.0,60999.0,61505.0,61860.0,62272.0,62605.0,62861.0,63200.0,63664.0,63926.0,64014.0,42.7781449,-71.0767932, Massachusetts
Lorain,64097,64099.0,64076.0,63940.0,63756.0,63735.0,63773.0,63662.0,63729.0,63774.0,63984.0,63855.0,41.452819,-82.1823746, Ohio
Grand Junction,58566,59034.0,58846.0,59475.0,59660.0,59809.0,59643.0,60389.0,61236.0,61995.0,63131.0,63597.0,39.0638705,-108.5506486, Colorado
Springfield,59403,59413.0,59445.0,59859.0,59974.0,60019.0,60164.0,60436.0,61531.0,62373.0,62806.0,63230.0,44.0462362,-123.0220289, Oregon
Coon Rapids,61476,61485.0,61539.0,61561.0,61958.0,62064.0,62163.0,62264.0,62374.0,62479.0,62491.0,62998.0,45.1732394,-93.30300629999999, Minnesota
Idaho Falls,56813,57833.0,57995.0,58518.0,58860.0,59034.0,59320.0,59858.0,60797.0,61768.0,62023.0,62888.0,43.4910901,-112.0448566, Idaho
North Miami,58786,60134.0,60322.0,60991.0,61553.0,61946.0,61903.0,62040.0,62018.0,61939.0,63481.0,62822.0,25.8900949,-80.1867138, Florida
Encinitas,59518,59526.0,59684.0,60264.0,60890.0,61555.0,62023.0,62590.0,62921.0,62884.0,62750.0,62709.0,33.0369867,-117.2919818, California
Skokie village,64784,64845.0,64889.0,65087.0,65247.0,65328.0,65223.0,64888.0,64437.0,63847.0,63171.0,62700.0,42.0324025,-87.7416246, Illinois
Leander,26521,27288.0,27709.0,29120.0,30636.0,32774.0,35280.0,39019.0,43788.0,49792.0,55924.0,62608.0,30.5788055,-97.8530686, Texas
Waltham,60632,60638.0,60889.0,61382.0,62047.0,62327.0,63114.0,63003.0,62939.0,62822.0,62563.0,62495.0,42.3764852,-71.2356113, Massachusetts
Council Bluffs,62230,62226.0,62370.0,62502.0,62160.0,62117.0,62397.0,62556.0,62458.0,62377.0,62221.0,62166.0,41.2619444,-95.8608333, Iowa
Hamilton,62477,62291.0,62345.0,62329.0,62234.0,62299.0,62414.0,62345.0,62250.0,62114.0,62132.0,62082.0,39.3995008,-84.5613355, Ohio
Moore,55081,55082.0,55425.0,56724.0,57830.0,57800.0,58462.0,59593.0,60479.0,60973.0,61452.0,62055.0,35.3395079,-97.48670279999999, Oklahoma
Pico Rivera,62942,62958.0,62960.0,63221.0,63430.0,63597.0,63637.0,63670.0,63438.0,63133.0,62677.0,62027.0,33.9830688,-118.096735, California
Montebello,62500,62488.0,62490.0,62903.0,63123.0,63279.0,63322.0,63379.0,63134.0,62823.0,62440.0,61954.0,34.0165053,-118.1137535, California
Millcreek,(X),58750.0,58853.0,59397.0,59853.0,60253.0,60176.0,60147.0,60354.0,60718.0,61060.0,61450.0,40.6868914,-111.8754907, Utah
Sanford,53570,53933.0,53971.0,54377.0,54937.0,56283.0,57643.0,58289.0,58968.0,59542.0,60107.0,61448.0,28.8028612,-81.269453, Florida
National City,58582,58560.0,58624.0,59042.0,59369.0,59776.0,60132.0,60721.0,60967.0,61083.0,61272.0,61394.0,32.6781085,-117.0991967, California
Burnsville,60306,60286.0,60391.0,60649.0,60864.0,61144.0,61314.0,61203.0,61316.0,61431.0,61162.0,61339.0,44.7677424,-93.27772259999999, Minnesota
Coconut Creek,52909,53042.0,53183.0,54324.0,55131.0,56920.0,58502.0,59202.0,59815.0,61070.0,61205.0,61248.0,26.2517482,-80.17893509999999, Florida
Lakewood,58163,57532.0,57600.0,57945.0,58110.0,58144.0,58580.0,58885.0,59747.0,60316.0,60511.0,61037.0,47.1717649,-122.518458, Washington
Taylor,63131,63131.0,62982.0,62631.0,62465.0,61957.0,62068.0,61777.0,61580.0,61404.0,61163.0,60922.0,42.240872,-83.2696509, Michigan
Novi,55224,55232.0,55287.0,56055.0,57043.0,58124.0,58634.0,58913.0,59598.0,59948.0,60787.0,60896.0,42.48059,-83.4754913, Michigan
Marietta,56579,56486.0,56708.0,57348.0,58167.0,58819.0,59547.0,59845.0,60679.0,60679.0,60647.0,60867.0,33.95260200000001,-84.5499327, Georgia
Ocala,56315,56568.0,56565.0,56707.0,56783.0,56804.0,57178.0,57719.0,58460.0,59091.0,60274.0,60786.0,29.1871986,-82.14009229999999, Florida
Terre Haute,60785,60785.0,60787.0,60993.0,61176.0,60921.0,60785.0,60596.0,60683.0,60816.0,60775.0,60622.0,39.4667034,-87.41390919999999, Indiana
Woodland,55468,55553.0,55615.0,55786.0,56272.0,56713.0,57328.0,58385.0,59098.0,59923.0,60474.0,60548.0,38.67851570000001,-121.7732971, California
Petaluma,57941,57968.0,58037.0,58236.0,58728.0,59337.0,59753.0,60295.0,60468.0,60682.0,61826.0,60520.0,38.232417,-122.6366524, California
La Habra,60239,59016.0,59108.0,59658.0,59970.0,60224.0,60421.0,60473.0,60292.0,60898.0,60778.0,60513.0,33.9318591,-117.946137, California
Malden,59450,59536.0,59691.0,60131.0,60591.0,60938.0,61217.0,61383.0,61276.0,61079.0,60735.0,60470.0,42.4250964,-71.066163, Massachusetts
Commerce City,45913,45864.0,46128.0,47507.0,48504.0,49717.0,51468.0,53161.0,54523.0,55925.0,58324.0,60336.0,39.8083196,-104.9338675, Colorado
Owensboro,57265,57482.0,57511.0,57755.0,58139.0,58357.0,58415.0,59031.0,59305.0,59523.0,59745.0,60131.0,37.7719074,-87.1111676, Kentucky
Bristol,60477,60499.0,60502.0,60599.0,60658.0,60558.0,60588.0,60524.0,60304.0,60131.0,60101.0,59947.0,41.67176480000001,-72.9492703, Connecticut
West Allis,60411,60401.0,60418.0,60492.0,60695.0,60803.0,60765.0,60709.0,60331.0,59845.0,59410.0,59890.0,43.0166806,-88.0070315, Wisconsin
Taylorsville,58652,58691.0,58754.0,59761.0,60210.0,60530.0,60361.0,60290.0,60401.0,60057.0,60005.0,59805.0,40.66772479999999,-111.9388258, Utah
Utica,62235,62241.0,62209.0,62036.0,61886.0,61680.0,61289.0,60912.0,60618.0,60374.0,60040.0,59750.0,43.100903,-75.232664, New York
Monterey Park,60269,60225.0,60218.0,60460.0,60645.0,60796.0,60832.0,60908.0,60830.0,60668.0,60198.0,59669.0,34.0625106,-118.1228476, California
Bonita Springs,43914,43930.0,44075.0,45039.0,46342.0,47664.0,49367.0,51850.0,54400.0,56175.0,57398.0,59637.0,26.339806,-81.7786972, Florida
Porterville,54165,58104.0,58197.0,58540.0,58708.0,58891.0,58995.0,59721.0,59699.0,59745.0,59685.0,59599.0,36.06523,-119.0167679, California
Greenwood,49791,51116.0,51159.0,52031.0,52800.0,53658.0,54452.0,55272.0,56352.0,57356.0,58701.0,59458.0,39.6136578,-86.10665259999999, Indiana
Bartlett,54613,56941.0,57030.0,57388.0,58224.0,58231.0,58353.0,58665.0,58887.0,59101.0,59403.0,59440.0,35.2045328,-89.8739753, Tennessee
Vineland,49546,49273.0,49310.0,49642.0,50207.0,51175.0,52253.0,53838.0,55048.0,56686.0,57601.0,59439.0,39.4863773,-75.02596369999999, New Jersey
Vineland,60724,60734.0,60820.0,60984.0,60921.0,60874.0,60887.0,60583.0,60312.0,59862.0,59856.0,59439.0,39.4863773,-75.02596369999999, New Jersey
Pontiac,59515,59695.0,59687.0,59913.0,60299.0,60448.0,60466.0,60260.0,60224.0,60123.0,59741.0,59438.0,42.6389216,-83.29104679999999, Michigan
Meriden,60868,60825.0,60832.0,60699.0,60672.0,60491.0,60384.0,60063.0,59708.0,59646.0,59566.0,59395.0,41.5381535,-72.80704349999999, Connecticut
Gardena,58829,58829.0,58835.0,59114.0,59368.0,59788.0,59843.0,59946.0,59873.0,59871.0,59540.0,59329.0,33.8883487,-118.3089624, California
Apex town,37476,37727.0,37991.0,38999.0,40659.0,42388.0,44064.0,45652.0,47543.0,50524.0,53859.0,59300.0,35.732652,-78.85028559999999, North Carolina
Royal Oak,57236,57232.0,57260.0,57697.0,58139.0,58562.0,58763.0,58750.0,59226.0,59374.0,59356.0,59277.0,42.4894801,-83.1446485, Michigan
Cupertino,58302,58559.0,58689.0,59172.0,59769.0,60198.0,60592.0,60519.0,60900.0,60588.0,60004.0,59276.0,37.3229978,-122.0321823, California
Lancaster,59322,59263.0,59277.0,59417.0,59406.0,59397.0,59411.0,59446.0,59486.0,59494.0,59407.0,59265.0,40.0378755,-76.3055144, Pennsylvania
La Mesa,57065,57016.0,57149.0,57644.0,58099.0,58556.0,58855.0,59697.0,59751.0,59722.0,59389.0,59249.0,32.7678287,-117.0230839, California
Gilroy,48821,48879.0,49006.0,49700.0,50718.0,51893.0,52538.0,53259.0,55369.0,57549.0,58588.0,59032.0,37.0029828,-121.5566373, California
St. Clair Shores,59715,59765.0,59767.0,59799.0,59986.0,60183.0,60085.0,59912.0,59788.0,59657.0,59282.0,58984.0,42.4974085,-82.89636039999999, Michigan
Des Plaines,58364,58383.0,58454.0,58725.0,58978.0,59112.0,59104.0,58811.0,58430.0,58078.0,58854.0,58899.0,42.0333623,-87.88339909999999, Illinois
Springfield,60608,60563.0,60531.0,60267.0,60079.0,59872.0,59730.0,59449.0,58906.0,59168.0,59263.0,58877.0,39.9242266,-83.8088171, Ohio
Corvallis,54462,54494.0,54401.0,54730.0,55139.0,54710.0,55517.0,56375.0,57327.0,58546.0,58969.0,58856.0,44.5645659,-123.2620435, Oregon
Margate,53284,53120.0,53242.0,54190.0,54820.0,55256.0,55664.0,56741.0,57832.0,58200.0,58495.0,58796.0,26.2445263,-80.206436, Florida
Bowie,54727,55296.0,55458.0,56000.0,56574.0,57102.0,57750.0,58225.0,58431.0,58563.0,58610.0,58643.0,39.0067768,-76.77913649999999, Maryland
Casa Grande,48571,48564.0,48955.0,48904.0,49453.0,49777.0,51362.0,52687.0,54247.0,55695.0,57019.0,58632.0,32.9110027,-111.7733902, Arizona
Caldwell,46237,46346.0,46535.0,47271.0,47708.0,48964.0,50122.0,51543.0,53106.0,54738.0,56478.0,58481.0,43.66293839999999,-116.6873596, Idaho
San Rafael,57713,57698.0,57797.0,58232.0,58448.0,58995.0,59130.0,59074.0,58918.0,58801.0,58704.0,58440.0,37.9735346,-122.5310874, California
Great Falls,58505,59121.0,59243.0,59411.0,59284.0,59549.0,59359.0,59281.0,58915.0,58879.0,58751.0,58434.0,47.5052849,-111.3007715, Montana
Sarasota,51917,52107.0,52219.0,52527.0,52954.0,53149.0,54015.0,54956.0,56440.0,57185.0,57746.0,58285.0,27.3364347,-82.53065269999999, Florida
Richland,48058,48491.0,48876.0,50622.0,51767.0,52549.0,53248.0,54412.0,55095.0,56656.0,57533.0,58225.0,46.28042000000001,-119.2751996, Washington
St. Peters,52575,52595.0,52796.0,53414.0,54062.0,54825.0,56012.0,56742.0,57159.0,57179.0,57123.0,58212.0,38.7874699,-90.6298922, Missouri
Hendersonville,51372,51333.0,51485.0,52283.0,52919.0,53824.0,54851.0,55597.0,56563.0,57560.0,57634.0,58113.0,36.3047735,-86.6199957, Tennessee
White Plains,56853,56866.0,56946.0,57183.0,57255.0,57647.0,57733.0,58020.0,58000.0,58388.0,58141.0,58109.0,41.03398620000001,-73.7629097, New York
Huntersville town,46773,46909.0,47103.0,48184.0,49424.0,50673.0,51728.0,52973.0,55273.0,56385.0,57212.0,58098.0,35.410694,-80.84285040000002, North Carolina
Santee,53413,53420.0,53640.0,54523.0,55381.0,56151.0,56828.0,57471.0,57678.0,57825.0,57944.0,58081.0,32.8383828,-116.9739167, California
Kokomo,45468,58187.0,58193.0,58208.0,58212.0,58204.0,58158.0,57980.0,57762.0,57858.0,57922.0,58020.0,40.486427,-86.13360329999999, Indiana
Arcadia,56364,56303.0,56322.0,56594.0,56801.0,57215.0,57513.0,57835.0,58238.0,58374.0,58385.0,57939.0,34.1397292,-118.0353449, California
Casper,55316,55316.0,55261.0,56092.0,57684.0,59487.0,59673.0,60014.0,58933.0,57851.0,57515.0,57931.0,42.8500769,-106.3251749, Wyoming
Dubuque,57637,57605.0,57689.0,57916.0,58165.0,58491.0,58573.0,58566.0,58248.0,58299.0,57975.0,57882.0,42.50226610000001,-90.66546749999999, Iowa
Orland Park village,56767,56607.0,56664.0,56968.0,57232.0,58470.0,58592.0,58531.0,58912.0,58579.0,58179.0,57857.0,41.6303103,-87.85394250000002, Illinois
Weymouth Town,53743,53762.0,53828.0,54177.0,55058.0,55452.0,55725.0,55798.0,55924.0,56695.0,57511.0,57746.0,42.2180724,-70.94103559999999, Massachusetts
Parker town,45297,45357.0,45540.0,46116.0,47054.0,48364.0,49508.0,51112.0,52714.0,54261.0,55813.0,57706.0,39.5186002,-104.7613633, Colorado
Palm Beach Gardens,48452,49896.0,50012.0,50563.0,51320.0,52221.0,53388.0,54437.0,55536.0,56360.0,57007.0,57704.0,26.8396096,-80.1019144, Florida
Hanford,53967,54436.0,54463.0,54612.0,54524.0,54741.0,55086.0,55608.0,55663.0,56383.0,56971.0,57703.0,36.3274502,-119.6456844, California
Huntington Park,58114,58125.0,58125.0,58334.0,58524.0,58739.0,58908.0,58933.0,58701.0,58476.0,57998.0,57509.0,33.9816812,-118.2250725, California
Taunton,55874,55826.0,55851.0,55876.0,55990.0,56109.0,56659.0,56838.0,56939.0,56982.0,57365.0,57464.0,41.900101,-71.0897674, Massachusetts
Midwest City,54371,54370.0,54586.0,55386.0,56232.0,56835.0,57095.0,57289.0,57417.0,57165.0,57186.0,57407.0,35.4495065,-97.3967019, Oklahoma
Medford,56173,56280.0,56400.0,56824.0,57255.0,57399.0,57551.0,57792.0,57820.0,57772.0,57554.0,57341.0,42.4184296,-71.1061639, Massachusetts
Euless,51277,51263.0,51411.0,52052.0,52756.0,53140.0,53569.0,54163.0,54881.0,55252.0,57241.0,57197.0,32.8370727,-97.08195409999999, Texas
Shoreline,53007,53031.0,53180.0,53762.0,54459.0,54802.0,55249.0,55592.0,55687.0,56521.0,56557.0,57027.0,47.7559659,-122.3456972, Washington
Smyrna,51271,51037.0,51140.0,51636.0,52322.0,53074.0,54419.0,55583.0,56246.0,56285.0,56512.0,56666.0,33.8839926,-84.51437609999999, Georgia
